serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
200282,2020,2021-04-12T00:00:00,Guilford,80 WOODS END RD,190580,15000,12.7053,Residential,Single Family
200050,2020,2021-01-12T00:00:00,Columbia,122 HUNT ROAD,133500,259900,0.5136,Residential,Single Family
201115,2020,2021-08-16T00:00:00,Hartford,"29 ANNAWAN ST #31A-J1, 29A-A2,",1257806,4691040,0.2681,Residential,Condo
200043,2020,2021-05-24T00:00:00,Bridgewater,15 BILBERRY ROAD,188500,350000,0.5385,Residential,Single Family
20407,2020,2021-03-10T00:00:00,East Hartford,50-52 STERLING RD,126620,170000,0.7448,Residential,Two Family
200410,2020,2021-03-23T00:00:00,Enfield,86B ELM ST,837560,1977017,0.423648355,Commercial,
20480,2020,2021-08-30T00:00:00,Bethel,34 PUTNAM PARK ROAD,150220,330500,0.4545,Residential,Single Family
201006,2020,2021-07-19T00:00:00,Hartford,70 MADISON AVE,106120,330000,0.3215,Apartments,
200154,2020,2020-11-05T00:00:00,Bristol,114 MELROSE ST,82530,177000,0.4662,Residential,Single Family
200193,2020,2020-12-07T00:00:00,Enfield,85 MULLEN RD,193180,305000,0.6333,Residential,Single Family
20794,2020,2021-05-20T00:00:00,Hartford,104 NILES ST,67130,300000,0.2237,Residential,Single Family
200367,2020,2021-06-10T00:00:00,Madison,22 HARBOR AVE,348300,399500,0.8718,Residential,Single Family
200156,2020,2021-08-06T00:00:00,Killingworth,62 ROUTE 80,347490,685000,0.5072,Residential,Single Family
200908,2020,2021-04-28T00:00:00,Greenwich,70 RIVERDALE AVENUE $1004,425810,750000,0.5677,Residential,Condo
20032,2020,2020-10-19T00:00:00,Farmington,23 GREAT MEADOW LA,98990,145000,0.6826,Residential,Condo
200303,2020,2021-05-03T00:00:00,East Lyme,105A E PATTAGANSETT RD,60200,53000,1.1358,Vacant Land,
200274,2020,2021-01-26T00:00:00,Glastonbury,36 UPLANDS WAY,140800,195000,0.722,Residential,Condo
200387,2020,2021-04-12T00:00:00,Groton,15 FOREST ST,143010,450000,0.3178,Residential,Two Family
20446,2020,2021-03-29T00:00:00,East Hartford,50 WASHINGTON AVE,69130,150000,0.4608,Residential,Single Family
201503,2020,2021-07-29T00:00:00,Greenwich,154 NORTH STREET,1858290,3650000,0.5091,Residential,Single Family
201412,2020,2021-07-16T00:00:00,Greenwich,8 HEDGEROW LANE,2835000,4105000,0.6906,Residential,Single Family
201042,2020,2021-07-21T00:00:00,Manchester,16 BANK STREET,110000,130000,0.8461,Residential,Two Family
200015,2020,2020-10-05T00:00:00,Danbury,8 MARIANA FARMS DR,394700,625000,0.6315,Residential,Single Family
200883,2020,2021-09-29T00:00:00,Glastonbury,85 OXBOW DR 10-B-3,68900,150000,0.4593,Residential,Condo
2000174,2020,2021-03-19T00:00:00,Bloomfield,8 MAULUCCI RIDGE,212380,375000,0.5663,Residential,Single Family
200352,2020,2020-12-29T00:00:00,Bristol,150 WILDERNESS WAY,277340,340000,0.8157,Residential,Single Family
20322,2020,2021-05-12T00:00:00,Darien,3 WAKEMAN RD,773150,1380000,0.5602,Residential,Single Family
20000013,2020,2020-12-24T00:00:00,Hampton,283 PROVIDENCE RD,100130,215000,0.4657,Residential,Single Family
20348,2020,2021-06-02T00:00:00,Bethel,80D CHESTNUT STREET,87850,194000,0.4528,Residential,Condo
201208,2020,2021-09-01T00:00:00,Manchester,34 DEEPWOOD DRIVE,102700,227000,0.4524,Residential,Single Family
200067,2020,2021-03-24T00:00:00,Columbia,277 ROUTE 66 SOUTH LOT 1,42200,59000,0.7152,Vacant Land,
20998,2020,2021-07-14T00:00:00,Hartford,71 IMLAY ST #00D3,73060,145000,0.5038,Residential,Condo
200798,2020,2021-08-05T00:00:00,Enfield,35 PROSPECT ST,77470,100000,0.7747,Residential,Single Family
200136,2020,2021-05-05T00:00:00,East Windsor,114 TROMLEY RD,154330,304500,0.5068,Residential,Single Family
2000210,2020,2021-03-05T00:00:00,Cheshire,373 COUNTRY CLUB RD,169130,306000,0.5527,Residential,Single Family
20495,2020,2021-04-22T00:00:00,East Hartford,60 ROLLING MEADOW DR,128570,265000,0.485169811,Residential,Single Family
20000029,2020,2020-11-02T00:00:00,Granby,230 NORTH GRANBY RD,128940,205000,0.6289,Residential,Single Family
200247,2020,2021-05-05T00:00:00,Killingly,287 LAKE RD,116480,90000,1.294222222,Residential,Single Family
200462,2020,2021-08-13T00:00:00,East Lyme,16-18 LUCE AVE,144410,245000,0.5894,Residential,Two Family
200700,2020,2021-08-17T00:00:00,Branford,POT ISLAND,350200,435000,0.805,Vacant Land,
2020087,2020,2020-12-04T00:00:00,Berlin,173 DAYL DRIVE,216900,362500,0.5983,Residential,Single Family
200416,2020,2021-06-30T00:00:00,Guilford,15 HIGHWOODS DR,218600,75000,2.9146,Residential,Single Family
200000395,2020,2021-08-30T00:00:00,Brookfield,84 WHISCONIER RD,212730,315600,0.674,Residential,Single Family
200152,2020,2021-02-10T00:00:00,Killingly,14 PEQUOT CIRCLE,155190,295000,0.526,Residential,Single Family
200069,2020,2021-01-08T00:00:00,East Windsor,24 HOLCOMB TERR,155720,339900,0.4581,Residential,Single Family
2000320,2020,2021-05-14T00:00:00,Cheshire,81 QUARRY VILLAGE,132470,225000,0.5887,Residential,Condo
200084,2020,2021-05-19T00:00:00,Beacon Falls,10 OAK DRIVE,242040,395000,0.6127,Residential,Single Family
200062,2020,2020-10-19T00:00:00,Manchester,217 OAKLAND STREET,69900,140000,0.4992,Residential,Condo
200335,2020,2021-07-01T00:00:00,Killingly,14 SNOWBIRD DR,143500,240000,0.5979,Residential,Condo
200533,2020,2021-09-29T00:00:00,East Lyme,4-6 SMITH ST,156520,372000,0.4207,Residential,Two Family
20052,2020,2021-05-04T00:00:00,Barkhamsted,57 RIVER RD,208420,5000,41.684,Residential,Single Family
200486,2020,2021-05-28T00:00:00,Groton,972 ROUTE 12,314580,600000,0.5243,Commercial,
200037,2020,2020-10-15T00:00:00,Branford,131 PHEASANT LA,117800,238500,0.4939,Residential,Condo
200647,2020,2021-06-28T00:00:00,Enfield,140 WEYMOUTH RD,118550,260000,0.4559,Residential,Single Family
200275,2020,2021-07-16T00:00:00,Colchester,67 STANDISH RD,166400,245000,0.6791,Residential,Single Family
200514,2020,2021-05-24T00:00:00,Glastonbury,11 WINTERBERRY LN,137500,251000,0.5478,Residential,Condo
20007,2020,2020-10-21T00:00:00,Ashford,285 TURNPIKE RD,268100,515000,0.5205,Residential,Single Family
20042,2020,2021-06-16T00:00:00,Franklin,129 POND RD,135930,285000,0.4769,Residential,Single Family
20119,2020,2020-12-08T00:00:00,Bethel,35 SOUTH CROSSSING WAY,407219,606350,0.6715,Residential,Single Family
200050,2020,2020-12-09T00:00:00,Canton,61 BUNKER HILL ROAD,261200,445700,0.586,Residential,Single Family
201150,2020,2021-08-24T00:00:00,Hartford,479 WETHERSFIELD AVE,140630,290000,0.4849,Commercial,
200436,2020,2020-12-31T00:00:00,Danbury,16 HAYESTOWN RD C104 & GARAGE,258800,480000,0.5391,Residential,Condo
20444,2020,2021-08-10T00:00:00,Bethel,2 SKY EDGE LANE,204610,422300,0.4845,Residential,Single Family
200294,2020,2021-03-23T00:00:00,Farmington,35 RAILROAD AV,142380,265000,0.5372,Residential,Single Family
200658,2020,2021-08-19T00:00:00,East Haven,75 SALTONSTALL PKWY #A19,53130,116000,0.458,Residential,Condo
20000226,2020,2021-04-05T00:00:00,Brookfield,12 TREE FARM LANE,180750,855000,0.211403509,Residential,Single Family
20530,2020,2021-03-16T00:00:00,Hartford,114 BANNISTER ST,42140,152000,0.2772,Residential,Single Family
200000262,2020,2021-05-20T00:00:00,Brookfield,124 WHISCONIER RD,260760,582000,0.448,Residential,Single Family
201275,2020,2021-09-20T00:00:00,Manchester,75 WEDGEWOOD DRIVE,107900,140000,0.7707,Residential,Single Family
200568,2020,2021-01-08T00:00:00,Manchester,49 FLOWER STREET,140800,125000,1.1264,Residential,Two Family
200051,2020,2021-05-12T00:00:00,Lyme,18 FERRY RD,817289,2240000,0.3648,Residential,Single Family
200105,2020,2021-03-29T00:00:00,Canton,173 EAST HILL ROAD,199740,157500,1.268190476,Residential,Single Family
201782,2020,2021-09-28T00:00:00,Greenwich,50 LAFAYETTE PLACE UN4A,281190,570000,0.4933,Residential,Condo
201606,2020,2021-08-18T00:00:00,Greenwich,19 CROSS LANE,528150,1160000,0.455301724,Residential,Two Family
20268,2020,2021-01-06T00:00:00,East Hartford,111 TIMBER TR,120200,265000,0.4535,Residential,Single Family
200483,2020,2021-01-13T00:00:00,Danbury,12 GREENLAWN DR,98000,150995,0.649028114,Residential,Single Family
200131,2020,2021-09-22T00:00:00,Harwinton,SCOVILLE HILL RD,51570,56000,0.9208,Vacant Land,
200047,2020,2020-11-13T00:00:00,East Haddam,195 EAST SHORE DR,122310,263500,0.4641,Residential,Single Family
20744,2020,2021-04-30T00:00:00,Hartford,362 LAUREL ST #000F,10185,43298,0.2352,Residential,Condo
20088,2020,2021-07-19T00:00:00,Lisbon,21 ALLEN ST,121760,190000,0.6408,Residential,Single Family
200521,2020,2021-05-14T00:00:00,Enfield,16 MISTY MEADOW RD,112470,365000,0.3081,Residential,Single Family
200024,2020,2020-10-28T00:00:00,Coventry,745 MERROW RD #184,89700,138900,0.6457,Residential,Condo
20592,2020,2021-04-01T00:00:00,Hartford,147 FERN ST,111090,425000,0.2613,Residential,Two Family
200090,2020,2020-11-06T00:00:00,Glastonbury,56 STEEP HOLLOW DR,551500,854000,0.6457,Residential,Single Family
200212,2020,2021-01-15T00:00:00,East Haven,76 COSEY BEACH AVE #2,156840,225000,0.697,Residential,Condo
20000036,2020,2020-11-12T00:00:00,Granby,12 FAIRMOUNT LN,152810,220000,0.6945,Residential,Condo
200050,2020,2020-11-02T00:00:00,Madison,87 WILDCAT SPRINGS DR,537100,925000,0.5806,Residential,Single Family
20059,2020,2020-10-21T00:00:00,Hartford,923 WEST BLVD,66605,262950,0.2532,Residential,Single Family
200477,2020,2021-05-18T00:00:00,East Haven,190 SILVER SANDS RD,151700,280000,0.5417,Residential,Single Family
200879,2020,2021-04-29T00:00:00,Danbury,50 LIBERTY AV,111400,267800,0.415982076,Residential,Single Family
20085,2020,2021-02-09T00:00:00,East Windsor,65 MAIN ST,81490,65800,1.2384,Residential,Single Family
200111,2020,2020-11-16T00:00:00,Glastonbury,129 BROOK ST,163200,279900,0.583,Residential,Single Family
200156,2020,2020-11-25T00:00:00,Branford,16 SUNDANCE,77200,110000,0.7018,Residential,Condo
200006,2020,2020-10-19T00:00:00,Goshen,125 MILTON ROAD,419400,413000,1.0154,Residential,Single Family
201404,2020,2021-07-15T00:00:00,Greenwich,52 LAFAYETTE PLACE UN 3-E,354130,495000,0.7154,Residential,Condo
200090,2020,2021-01-05T00:00:00,Litchfield,43 NORFOLK RD,163640,75000,2.1818,Residential,Single Family
200713,2020,2021-09-13T00:00:00,East Haven,401 THOMPSON AVE,126670,300000,0.4222,Residential,Single Family
2000278,2020,2021-06-21T00:00:00,Bloomfield,24 HAMPTON LANE,141190,255000,0.5536,Residential,Single Family
201554,2020,2021-08-06T00:00:00,Greenwich,17 LINCOLN AVENUE,871780,2350000,0.3709,Residential,Single Family
200707,2020,2021-07-23T00:00:00,Glastonbury,95-97 SPRING ST,188400,391300,0.4814,Residential,Two Family
20618,2020,2021-04-09T00:00:00,Hartford,30 SOUTH ST,59255,229000,0.2587,Residential,Three Family
201505,2020,2021-09-13T00:00:00,Danbury,6 ROSE LA 3-19,89600,208500,0.4297,Residential,Condo
20465,2020,2021-08-25T00:00:00,Bethel,24 MAPLE AVENUE EXT,151480,325000,0.466,Residential,Single Family
200104,2020,2021-07-06T00:00:00,Beacon Falls,15 STARWOOD LANE,127090,320000,0.39715625,Residential,Single Family
201033,2020,2020-11-02T00:00:00,Griswold,128 CEDAR LANE,236180,399000,0.591929825,Residential,Single Family
20250,2020,2021-04-08T00:00:00,Darien,2591 BOSTON POST ROAD,481110,605000,0.7952,Residential,Single Family
200495,2020,2021-01-29T00:00:00,Manchester,94 BRANFORD STREET,99400,185000,0.5372,Residential,Single Family
201275,2020,2021-06-28T00:00:00,Cromwell,14 CIDER HILL DRIVE,284270,539900,0.5265,Residential,Single Family
200267,2020,2020-11-24T00:00:00,Manchester,93 CHARTER OAK STREET,182300,400000,0.4557,Residential,Four Family
200259,2020,2021-01-21T00:00:00,Groton,1041 POQUONNOCK RD UNIT C,0,42500,0,Commercial,
200386,2020,2021-05-20T00:00:00,Farmington,16 MOHAWK DR,125590,55000,2.283454545,Residential,Single Family
20000146,2020,2021-04-28T00:00:00,Granby,133 WELLS RD,148680,289000,0.5144,Residential,Single Family
201217,2020,2021-07-15T00:00:00,Danbury,7 OLD HAYRAKE RD,266300,600000,0.4438,Residential,Single Family
201254,2020,2021-07-26T00:00:00,Danbury,25 CEDAR DR,324600,1000000,0.3246,Residential,Single Family
20000270,2020,2021-09-14T00:00:00,Granby,90 HARTFORD AVE,210420,300600,0.7,Residential,Single Family
2000387,2020,2021-06-24T00:00:00,Cheshire,268 EASTGATE DR,174970,345000,0.5071,Residential,Single Family
200364,2020,2020-12-16T00:00:00,Manchester,42 SUNNY BROOK DRIVE,171700,360000,0.4769,Residential,Single Family
2020418,2020,2021-09-21T00:00:00,Berlin,53 CLOCK SHOP DR,251800,475000,0.5301,Residential,Single Family
200378,2020,2021-07-02T00:00:00,Avon,71 BROOKRIDGE DRIVE,353870,520000,0.6805,Residential,Single Family
200369,2020,2021-07-19T00:00:00,Killingly,51 SQUAW ROCK RD,143990,325000,0.443,Residential,Single Family
200231,2020,2021-09-30T00:00:00,Essex,29 BLAKE ST,172200,398500,0.432120452,Residential,Single Family
200283,2020,2020-12-10T00:00:00,Bristol,387 DIVINITY ST,126140,266000,0.4742,Residential,Two Family
2000336,2020,2021-05-24T00:00:00,Cheshire,235 HARRISON RD,195480,430000,0.454604651,Residential,Single Family
20119,2020,2020-11-13T00:00:00,East Hartford,34 SPRINGSIDE AVE,106590,187000,0.57,Residential,Single Family
201064,2020,2021-07-28T00:00:00,Manchester,153 KENT DRIVE,174300,310000,0.5622,Residential,Single Family
200403,2020,2021-03-19T00:00:00,Enfield,40 ELM MEADOWS,122710,208500,0.5885,Residential,Condo
200482,2020,2021-08-19T00:00:00,Madison,72 WELLSWEEP DR,276400,605000,0.4568,Residential,Single Family
200037,2020,2020-10-07T00:00:00,Danbury,16 IVY LA,137500,257500,0.5339,Residential,Single Family
200552,2020,2021-07-21T00:00:00,Farmington,39 BRADFORD WALK,280230,425000,0.659364706,Residential,Condo
200497,2020,2021-08-06T00:00:00,Guilford,371 TANNER MARSH RD,259590,650000,0.3993,Residential,Single Family
201053,2020,2021-07-26T00:00:00,Manchester,69 HAYSTACK ROAD,224100,420000,0.5335,Residential,Single Family
2020312,2020,2021-08-17T00:00:00,Ansonia,19 WILLIAM ST,248500,415000,0.5987,Residential,Three Family
200521,2020,2021-08-18T00:00:00,Guilford,380 SAW MILL RD,207070,350000,0.5916,Residential,Single Family
20418,2020,2021-02-16T00:00:00,Hartford,101 BRANFORD ST,57925,252000,0.2298,Residential,Two Family
200136,2020,2021-03-10T00:00:00,Colchester,4 VICKI LN,121800,215000,0.5665,Residential,Condo
20037,2020,2020-10-19T00:00:00,East Hartford,38 MARY ST,102010,200000,0.51,Residential,Single Family
20240,2020,2020-12-23T00:00:00,East Hartford,80 GOVERNOR ST,100400,175000,0.5737,Residential,Single Family
200025,2020,2020-10-27T00:00:00,Canton,9 VALLEYVIEW LANE,237600,380000,0.6252,Residential,Condo
20273,2020,2021-04-21T00:00:00,Darien,441 HOYT STREET,502460,885000,0.5677,Residential,Single Family
20049,2020,2020-10-26T00:00:00,Darien,201 LEROY AVE,1313830,925000,1.4203,Residential,Single Family
200501,2020,2021-09-13T00:00:00,East Lyme,91 RIVERVIEW RD #4B,110390,210000,0.5256,Residential,Condo
200126,2020,2021-02-22T00:00:00,East Haddam,16 LAUREL COVE BEACH RD,5570,3000,1.8566,Vacant Land,
201203,2020,2021-05-12T00:00:00,Griswold,510 VOLUNTOWN RD,140420,304000,0.461907895,Residential,Single Family
201041,2020,2021-07-12T00:00:00,Bristol,795 REDSTONE HILL RD,147560,310000,0.476,Residential,Single Family
200522,2020,2021-06-01T00:00:00,Branford,54 PEDDLARS DR,116200,198676,0.584871852,Residential,Condo
2020056,2020,2020-11-16T00:00:00,Ansonia,3 NOLAN MANOR,23200,40000,0.58,Residential,Condo
20197,2020,2021-07-30T00:00:00,Burlington,32 LAKEVIEW ST,182670,354000,0.516016949,Residential,Single Family
201309,2020,2021-09-14T00:00:00,Bristol,295 REDSTONE HILL RD UN 3A,40110,84900,0.4724,Residential,Condo
2020324,2020,2021-07-12T00:00:00,Berlin,95 SOUTH RIDGE LANE UNIT C-103,138100,208000,0.6639,Residential,Condo
201037,2020,2021-05-18T00:00:00,Greenwich,9 WITHERELL PARCEL TWO,1741110,60000,29.0185,Vacant Land,
200209,2020,2021-07-26T00:00:00,Canton,10 WOODBRIDGE CIRCLE,192740,385000,0.5006,Residential,Single Family
200456,2020,2021-05-10T00:00:00,East Haven,7 HOBSON ST,164610,319000,0.516,Residential,Two Family
20729,2020,2021-07-16T00:00:00,East Hartford,274 LONG HILL ST,202500,420000,0.4821,Residential,Single Family
20182,2020,2020-12-02T00:00:00,East Hartford,3 PORTERBROOK AVE,94810,131000,0.7237,Residential,Single Family
201261,2020,2021-09-27T00:00:00,Hartford,19 NATALIE ST,62658,110000,0.5696,Residential,Single Family
200200,2020,2021-02-18T00:00:00,East Lyme,3 APPLEWOOD COMMON,554260,655000,0.8461,Residential,Single Family
200840,2020,2021-09-13T00:00:00,Glastonbury,110 LEXINGTON RD,294700,520000,0.5667,Residential,Single Family
20091,2020,2021-02-05T00:00:00,Derby,20 GROVE AVE,100520,235000,0.4277,Residential,Single Family
200582,2020,2021-08-02T00:00:00,Farmington,89 OAKRIDGE,282170,545000,0.5177,Residential,Single Family
200000433,2020,2021-09-28T00:00:00,Brookfield,13 TOBY LN,226560,457000,0.4957,Residential,Single Family
201104,2020,2021-07-30T00:00:00,Bristol,27 LEWIS ST,109480,260000,0.421,Residential,Two Family
201302,2020,2021-09-27T00:00:00,Manchester,881 TOLLAND TURNPIKE,136200,282500,0.4821,Residential,Single Family
200038,2020,2021-02-11T00:00:00,Cornwall,150 WHITCOMB HILL RD,138200,305000,0.453114754,Vacant Land,
201184,2020,2021-09-03T00:00:00,Hartford,150 WESTLAND ST,65341,72000,0.9075,Residential,Two Family
200149,2020,2021-05-10T00:00:00,Mansfield,6B HERITAGE SQ,127100,155000,0.82,Residential,Condo
200547,2020,2021-01-26T00:00:00,Greenwich,47 LEXINGTON AVENUE,922740,1500000,0.6151,Residential,Single Family
200738,2020,2021-09-24T00:00:00,Farmington,19 WOODS RUN,145870,184000,0.7927,Residential,Condo
200567,2020,2021-02-03T00:00:00,Greenwich,101 LEWIS STREET UNG,650160,1395000,0.466,Residential,Condo
201054,2020,2021-07-30T00:00:00,Hartford,57 SCHOOL ST & 603 FARMINGTON,1865500,652996,2.856832201,Apartments,
200633,2020,2021-08-11T00:00:00,East Haven,39 FIRST AVE,122990,295000,0.416915254,Residential,Single Family
200076,2020,2020-12-11T00:00:00,Coventry,120 MOUNTAIN RIDGE DR,194300,359900,0.5398,Residential,Single Family
200514,2020,2021-09-21T00:00:00,Avon,162 ARCH ROAD,185060,360000,0.514,Residential,Single Family
200001,2020,2020-10-01T00:00:00,Greenwich,33 MEETING HOUSE ROAD,3430000,4400000,0.7795,Residential,Single Family
20073,2020,2020-10-28T00:00:00,East Hartford,7 NOCH LN,164660,275000,0.5987,Residential,Single Family
200286,2020,2020-11-24T00:00:00,Danbury,402 LARSON DR,170700,280000,0.6096,Residential,Condo
200475,2020,2021-05-21T00:00:00,Groton,849 BUDDINGTON RD,133840,280000,0.478,Residential,Single Family
200703,2020,2021-03-08T00:00:00,Greenwich,317 RIVERSVILLE ROAD,606200,980000,0.6185,Residential,Single Family
2020042,2020,2020-11-04T00:00:00,Berlin,"179 SCENIC DRIVE, UNIT 80 BECK",242900,381000,0.637532808,Residential,Condo
201041,2020,2021-06-08T00:00:00,Danbury,128 GREAT PLAIN RD,202900,416000,0.4877,Residential,Single Family
200407,2020,2021-07-08T00:00:00,East Lyme,360 BOSTON POST RD,251330,597000,0.420988275,Residential,Single Family
200095,2020,2020-12-22T00:00:00,Bloomfield,93 WADE AVENUE,115520,179500,0.6435,Residential,Single Family
20015,2020,2020-12-03T00:00:00,Lisbon,11 LAURIER LN,57410,55000,1.0438,Vacant Land,
20402,2020,2021-07-08T00:00:00,Bethel,6 FARNUM HILL STREET,166320,359000,0.4632,Residential,Single Family
200635,2020,2021-02-17T00:00:00,Greenwich,272 ROUND HILL ROAD,5882800,9500000,0.6192,Residential,Single Family
200661,2020,2021-07-09T00:00:00,Glastonbury,217 BLUFF POINT RD,387400,680000,0.5697,Residential,Single Family
200242,2020,2021-08-30T00:00:00,East Windsor,35 SKINNER RD,220020,439000,0.5011,Residential,Single Family
200423,2020,2021-04-28T00:00:00,Groton,522 NOANK RD,102410,299900,0.341480493,Vacant Land,
200251,2020,2021-03-29T00:00:00,Madison,194 HUNTERS TR,280100,537000,0.5216,Residential,Single Family
200149,2020,2020-11-02T00:00:00,Danbury,18 WICKS MANOR DR,281100,435000,0.6462,Residential,Single Family
200187,2020,2021-01-08T00:00:00,Farmington,16 PORTAGE CROSSING,456320,620000,0.736,Residential,Single Family
200044,2020,2020-12-28T00:00:00,Columbia,59 HUNT ROAD,124100,235000,0.528,Residential,Single Family
200124,2020,2020-10-21T00:00:00,Greenwich,60 HILLCREST PARK ROAD,1468180,2775000,0.529,Residential,Single Family
200302,2020,2021-02-10T00:00:00,Glastonbury,291 WICKHAM RD,239700,301500,0.795,Residential,Two Family
